player,runs,mins,balls,fours,sixes,sr,batting,opposition,ground,date
SPD Smith (AUSTRALIA),95,173,98,8,1,96.93,1,v Afghanistan,Perth,04/03/15
GJ Maxwell (AUSTRALIA),88,45,39,6,7,225.64,1,v Afghanistan,Perth,04/03/15
JP Faulkner (AUSTRALIA),7,15,6,1,0,116.66,1,v Afghanistan,Perth,04/03/15
MR Marsh (AUSTRALIA),8,17,9,0,0,88.88,1,v Afghanistan,Perth,04/03/15
BJ Haddin (AUSTRALIA),20*,10,9,2,1,222.22,1,v Afghanistan,Perth,04/03/15
RG Sharma (INDIA),7,30,18,1,0,38.88,2,v West Indies,Perth,06/03/15
S Dhawan (INDIA),9,17,14,1,0,64.28,2,v West Indies,Perth,06/03/15
V Kohli (INDIA),33,51,36,5,0,91.66,2,v West Indies,Perth,06/03/15
AM Rahane (INDIA),14,56,34,2,0,41.17,2,v West Indies,Perth,06/03/15
SK Raina (INDIA),22,42,25,2,0,88,2,v West Indies,Perth,06/03/15
MS Dhoni (INDIA),45*,96,56,3,1,80.35,2,v West Indies,Perth,06/03/15
RA Jadeja (INDIA),13,31,23,2,0,56.52,2,v West Indies,Perth,06/03/15
AJ Finch (AUSTRALIA),24,38,24,3,0,100,1,v Sri Lanka,Sydney,08/03/15
DA Warner (AUSTRALIA),9,16,12,1,0,75,1,v Sri Lanka,Sydney,08/03/15
SPD Smith (AUSTRALIA),72,107,88,7,1,81.81,1,v Sri Lanka,Sydney,08/03/15
MJ Clarke (AUSTRALIA),68,82,68,6,0,100,1,v Sri Lanka,Sydney,08/03/15
GJ Maxwell (AUSTRALIA),102,73,53,10,4,192.45,1,v Sri Lanka,Sydney,08/03/15
SR Watson (AUSTRALIA),67,86,41,7,2,163.41,1,v Sri Lanka,Sydney,08/03/15
JP Faulkner (AUSTRALIA),0,1,1,0,0,0,1,v Sri Lanka,Sydney,08/03/15
RG Sharma (INDIA),64,99,66,3,3,96.96,2,v Ireland,Hamilton,10/03/15
S Dhawan (INDIA),100,119,85,11,5,117.64,2,v Ireland,Hamilton,10/03/15
V Kohli (INDIA),44*,64,42,4,1,104.76,2,v Ireland,Hamilton,10/03/15
AM Rahane (INDIA),33*,44,28,6,0,117.85,2,v Ireland,Hamilton,10/03/15
SK Raina (INDIA),DNB,-0,-0,-0,-0,-0,2,v Ireland,Hamilton,10/03/15
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Ireland,Hamilton,10/03/15
MS Dhoni (INDIA),DNB,-0,-0,-0,-0,-0,2,v Ireland,Hamilton,10/03/15
RG Sharma (INDIA),16,24,21,2,0,76.19,2,v Zimbabwe,Auckland,14/03/15
S Dhawan (INDIA),4,27,20,1,0,20,2,v Zimbabwe,Auckland,14/03/15
V Kohli (INDIA),38,71,48,4,0,79.16,2,v Zimbabwe,Auckland,14/03/15
AM Rahane (INDIA),19,40,24,3,0,79.16,2,v Zimbabwe,Auckland,14/03/15
SK Raina (INDIA),110*,141,104,9,4,105.76,2,v Zimbabwe,Auckland,14/03/15
MS Dhoni (INDIA),85*,113,76,8,2,111.84,2,v Zimbabwe,Auckland,14/03/15
RA Jadeja (INDIA),DNB,-0,-0,-0,-0,-0,2,v Zimbabwe,Auckland,14/03/15
MJ Clarke (AUSTRALIA),47,55,47,7,2,100,2,v Scotland,Hobart,14/03/15
AJ Finch (AUSTRALIA),20,14,10,3,1,200,2,v Scotland,Hobart,14/03/15
SR Watson (AUSTRALIA),24,36,23,4,0,104.34,2,v Scotland,Hobart,14/03/15
JP Faulkner (AUSTRALIA),16*,15,6,2,1,266.66,2,v Scotland,Hobart,14/03/15
DA Warner (AUSTRALIA),21*,11,6,2,2,350,2,v Scotland,Hobart,14/03/15
GJ Maxwell (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Scotland,Hobart,14/03/15
SPD Smith (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Scotland,Hobart,14/03/15
RG Sharma (INDIA),137,223,126,14,3,108.73,1,v Bangladesh,Melbourne,19/03/15
S Dhawan (INDIA),30,74,50,3,0,60,1,v Bangladesh,Melbourne,19/03/15
V Kohli (INDIA),3,6,8,0,0,37.5,1,v Bangladesh,Melbourne,19/03/15
AM Rahane (INDIA),19,38,37,1,0,51.35,1,v Bangladesh,Melbourne,19/03/15
SK Raina (INDIA),65,81,57,7,1,114.03,1,v Bangladesh,Melbourne,19/03/15
MS Dhoni (INDIA),6,28,11,0,0,54.54,1,v Bangladesh,Melbourne,19/03/15
RA Jadeja (INDIA),23*,15,10,4,0,230,1,v Bangladesh,Melbourne,19/03/15
DA Warner (AUSTRALIA),24,41,23,3,0,104.34,2,v Pakistan,Adelaide,20/03/15
AJ Finch (AUSTRALIA),2,11,5,0,0,40,2,v Pakistan,Adelaide,20/03/15
SPD Smith (AUSTRALIA),65,115,69,7,0,94.2,2,v Pakistan,Adelaide,20/03/15
MJ Clarke (AUSTRALIA),8,10,11,0,0,72.72,2,v Pakistan,Adelaide,20/03/15
SR Watson (AUSTRALIA),64*,114,66,7,1,96.96,2,v Pakistan,Adelaide,20/03/15
GJ Maxwell (AUSTRALIA),44*,37,29,5,2,151.72,2,v Pakistan,Adelaide,20/03/15
JP Faulkner (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v Pakistan,Adelaide,20/03/15
AJ Finch (AUSTRALIA),81,160,116,7,1,69.82,1,v India,Sydney,26/03/15
DA Warner (AUSTRALIA),12,14,7,1,1,171.42,1,v India,Sydney,26/03/15
SPD Smith (AUSTRALIA),105,121,93,11,2,112.9,1,v India,Sydney,26/03/15
GJ Maxwell (AUSTRALIA),23,17,14,3,1,164.28,1,v India,Sydney,26/03/15
SR Watson (AUSTRALIA),28,51,30,2,1,93.33,1,v India,Sydney,26/03/15
MJ Clarke (AUSTRALIA),10,16,12,1,0,83.33,1,v India,Sydney,26/03/15
JP Faulkner (AUSTRALIA),21,20,12,3,1,175,1,v India,Sydney,26/03/15
RG Sharma (INDIA),34,83,48,1,2,70.83,2,v Australia,Sydney,26/03/15
S Dhawan (INDIA),45,57,41,6,1,109.75,2,v Australia,Sydney,26/03/15
V Kohli (INDIA),1,11,13,0,0,7.69,2,v Australia,Sydney,26/03/15
AM Rahane (INDIA),44,87,68,2,0,64.7,2,v Australia,Sydney,26/03/15
SK Raina (INDIA),7,20,11,1,0,63.63,2,v Australia,Sydney,26/03/15
MS Dhoni (INDIA),65,94,65,3,2,100,2,v Australia,Sydney,26/03/15
RA Jadeja (INDIA),16,23,17,2,0,94.11,2,v Australia,Sydney,26/03/15
DA Warner (AUSTRALIA),45,51,46,7,0,97.82,2,v New Zealand,Melbourne,29/03/15
AJ Finch (AUSTRALIA),0,7,5,0,0,0,2,v New Zealand,Melbourne,29/03/15
SPD Smith (AUSTRALIA),56*,137,71,3,0,78.87,2,v New Zealand,Melbourne,29/03/15
MJ Clarke (AUSTRALIA),74,84,72,10,1,102.77,2,v New Zealand,Melbourne,29/03/15
SR Watson (AUSTRALIA),2*,10,5,0,0,40,2,v New Zealand,Melbourne,29/03/15
GJ Maxwell (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Melbourne,29/03/15
JP Faulkner (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v New Zealand,Melbourne,29/03/15
RG Sharma (INDIA),63,100,68,4,1,92.64,2,v Bangladesh,Dhaka,18/06/15
S Dhawan (INDIA),30,74,38,3,0,78.94,2,v Bangladesh,Dhaka,18/06/15
V Kohli (INDIA),1,9,4,0,0,25,2,v Bangladesh,Dhaka,18/06/15
AM Rahane (INDIA),9,27,25,1,0,36,2,v Bangladesh,Dhaka,18/06/15
SK Raina (INDIA),40,71,40,1,2,100,2,v Bangladesh,Dhaka,18/06/15
MS Dhoni (INDIA),5,13,7,0,0,71.42,2,v Bangladesh,Dhaka,18/06/15
RA Jadeja (INDIA),32,56,42,2,0,76.19,2,v Bangladesh,Dhaka,18/06/15
RG Sharma (INDIA),0,1,2,0,0,0,1,v Bangladesh,Dhaka,21/06/15
S Dhawan (INDIA),53,88,60,7,0,88.33,1,v Bangladesh,Dhaka,21/06/15
V Kohli (INDIA),23,57,27,3,1,85.18,1,v Bangladesh,Dhaka,21/06/15
MS Dhoni (INDIA),47,112,75,3,0,62.66,1,v Bangladesh,Dhaka,21/06/15
AT Rayudu (INDIA),0,5,3,0,0,0,1,v Bangladesh,Dhaka,21/06/15
SK Raina (INDIA),34,57,55,3,0,61.81,1,v Bangladesh,Dhaka,21/06/15
RA Jadeja (INDIA),19,42,26,1,0,73.07,1,v Bangladesh,Dhaka,21/06/15
RG Sharma (INDIA),29,34,29,2,1,100,1,v Bangladesh,Dhaka,24/06/15
S Dhawan (INDIA),75,118,73,10,0,102.73,1,v Bangladesh,Dhaka,24/06/15
V Kohli (INDIA),25,55,35,1,0,71.42,1,v Bangladesh,Dhaka,24/06/15
MS Dhoni (INDIA),69,112,77,6,1,89.61,1,v Bangladesh,Dhaka,24/06/15
AT Rayudu (INDIA),44,74,49,3,0,89.79,1,v Bangladesh,Dhaka,24/06/15
SK Raina (INDIA),38,26,21,3,2,180.95,1,v Bangladesh,Dhaka,24/06/15
STR Binny (INDIA),17*,24,11,2,0,154.54,1,v Bangladesh,Dhaka,24/06/15
AM Rahane (INDIA),34,80,49,5,0,69.38,1,v Zimbabwe,Harare,10/07/15
M Vijay (INDIA),1,14,9,0,0,11.11,1,v Zimbabwe,Harare,10/07/15
AT Rayudu (INDIA),124*,199,133,12,1,93.23,1,v Zimbabwe,Harare,10/07/15
MK Tiwary (INDIA),2,14,14,0,0,14.28,1,v Zimbabwe,Harare,10/07/15
RV Uthappa (INDIA),0,6,3,0,0,0,1,v Zimbabwe,Harare,10/07/15
KM Jadhav (INDIA),5,11,13,1,0,38.46,1,v Zimbabwe,Harare,10/07/15
STR Binny (INDIA),77,92,76,6,2,101.31,1,v Zimbabwe,Harare,10/07/15
AM Rahane (INDIA),63,101,83,7,0,75.9,1,v Zimbabwe,Harare,12/07/15
M Vijay (INDIA),72,135,95,1,2,75.78,1,v Zimbabwe,Harare,12/07/15
AT Rayudu (INDIA),41,71,50,3,0,82,1,v Zimbabwe,Harare,12/07/15
MK Tiwary (INDIA),22,41,26,0,1,84.61,1,v Zimbabwe,Harare,12/07/15
RV Uthappa (INDIA),13,20,11,1,0,118.18,1,v Zimbabwe,Harare,12/07/15
STR Binny (INDIA),25,32,16,3,0,156.25,1,v Zimbabwe,Harare,12/07/15
KM Jadhav (INDIA),16,19,13,1,0,123.07,1,v Zimbabwe,Harare,12/07/15
AM Rahane (INDIA),15,28,22,1,0,68.18,1,v Zimbabwe,Harare,14/07/15
M Vijay (INDIA),13,37,21,2,0,61.9,1,v Zimbabwe,Harare,14/07/15
RV Uthappa (INDIA),31,68,44,3,0,70.45,1,v Zimbabwe,Harare,14/07/15
MK Tiwary (INDIA),10,47,33,0,0,30.3,1,v Zimbabwe,Harare,14/07/15
MK Pandey (INDIA),71,104,86,4,1,82.55,1,v Zimbabwe,Harare,14/07/15
KM Jadhav (INDIA),105*,110,87,12,1,120.68,1,v Zimbabwe,Harare,14/07/15
STR Binny (INDIA),18*,15,8,2,1,225,1,v Zimbabwe,Harare,14/07/15
JA Burns (AUSTRALIA),69,91,70,7,1,98.57,1,v Ireland,Belfast,27/08/15
DA Warner (AUSTRALIA),84,112,80,7,3,105,1,v Ireland,Belfast,27/08/15
SPD Smith (AUSTRALIA),21,51,38,1,0,55.26,1,v Ireland,Belfast,27/08/15
GJ Bailey (AUSTRALIA),1,8,7,0,0,14.28,1,v Ireland,Belfast,27/08/15
GJ Maxwell (AUSTRALIA),2,4,6,0,0,33.33,1,v Ireland,Belfast,27/08/15
SR Watson (AUSTRALIA),26*,25,25,1,1,104,1,v Ireland,Belfast,27/08/15
MR Marsh (AUSTRALIA),11,15,15,1,0,73.33,1,v Ireland,Belfast,27/08/15
JA Burns (AUSTRALIA),44,61,53,5,0,83.01,1,v England,Southampton,03/09/15
DA Warner (AUSTRALIA),59,108,67,6,0,88.05,1,v England,Southampton,03/09/15
SPD Smith (AUSTRALIA),44,62,54,3,1,81.48,1,v England,Southampton,03/09/15
GJ Bailey (AUSTRALIA),23,22,16,1,1,143.75,1,v England,Southampton,03/09/15
GJ Maxwell (AUSTRALIA),15,22,15,1,0,100,1,v England,Southampton,03/09/15
SR Watson (AUSTRALIA),6,22,11,0,0,54.54,1,v England,Southampton,03/09/15
MS Wade (AUSTRALIA),71*,61,50,12,0,142,1,v England,Southampton,03/09/15
JA Burns (AUSTRALIA),22,40,26,4,0,84.61,1,v England,Lord's,05/09/15
DA Warner (AUSTRALIA),1*,1,1,0,0,100,1,v England,Lord's,05/09/15
SPD Smith (AUSTRALIA),70,133,87,7,0,80.45,1,v England,Lord's,05/09/15
GJ Bailey (AUSTRALIA),54,78,72,5,0,75,1,v England,Lord's,05/09/15
GJ Maxwell (AUSTRALIA),49,41,38,4,3,128.94,1,v England,Lord's,05/09/15
SR Watson (AUSTRALIA),39,55,38,1,2,102.63,1,v England,Lord's,05/09/15
MR Marsh (AUSTRALIA),64,43,31,7,3,206.45,1,v England,Lord's,05/09/15
JA Burns (AUSTRALIA),9,26,18,0,0,50,2,v England,Manchester,08/09/15
AJ Finch (AUSTRALIA),53,86,60,8,0,88.33,2,v England,Manchester,08/09/15
SPD Smith (AUSTRALIA),25,37,33,3,0,75.75,2,v England,Manchester,08/09/15
GJ Bailey (AUSTRALIA),25,46,42,0,0,59.52,2,v England,Manchester,08/09/15
GJ Maxwell (AUSTRALIA),17,16,12,3,0,141.66,2,v England,Manchester,08/09/15
MR Marsh (AUSTRALIA),13,27,26,1,0,50,2,v England,Manchester,08/09/15
MS Wade (AUSTRALIA),42,60,41,5,0,102.43,2,v England,Manchester,08/09/15
JA Burns (AUSTRALIA),2,10,7,0,0,28.57,1,v England,Leeds,11/09/15
AJ Finch (AUSTRALIA),15,37,27,2,0,55.55,1,v England,Leeds,11/09/15
SPD Smith (AUSTRALIA),5,15,12,0,0,41.66,1,v England,Leeds,11/09/15
GJ Bailey (AUSTRALIA),75,126,110,6,1,68.18,1,v England,Leeds,11/09/15
GJ Maxwell (AUSTRALIA),85,81,64,10,2,132.81,1,v England,Leeds,11/09/15
MR Marsh (AUSTRALIA),17,32,24,0,0,70.83,1,v England,Leeds,11/09/15
MS Wade (AUSTRALIA),50*,42,26,3,3,192.3,1,v England,Leeds,11/09/15
JA Burns (AUSTRALIA),0,9,10,0,0,0,2,v England,Manchester,13/09/15
AJ Finch (AUSTRALIA),70*,94,64,11,1,109.37,2,v England,Manchester,13/09/15
SPD Smith (AUSTRALIA),12,30,28,1,0,42.85,2,v England,Manchester,13/09/15
GJ Bailey (AUSTRALIA),41*,55,45,7,0,91.11,2,v England,Manchester,13/09/15
MS Wade (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v England,Manchester,13/09/15
GJ Maxwell (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v England,Manchester,13/09/15
MR Marsh (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v England,Manchester,13/09/15
RG Sharma (INDIA),150,215,133,13,6,112.78,2,v South Africa,Kanpur,11/10/15
S Dhawan (INDIA),23,33,28,5,0,82.14,2,v South Africa,Kanpur,11/10/15
AM Rahane (INDIA),60,117,82,5,0,73.17,2,v South Africa,Kanpur,11/10/15
V Kohli (INDIA),11,29,18,0,0,61.11,2,v South Africa,Kanpur,11/10/15
MS Dhoni (INDIA),31,54,30,1,0,103.33,2,v South Africa,Kanpur,11/10/15
SK Raina (INDIA),3,3,3,0,0,100,2,v South Africa,Kanpur,11/10/15
STR Binny (INDIA),2,18,5,0,0,40,2,v South Africa,Kanpur,11/10/15
RG Sharma (INDIA),3,6,10,0,0,30,1,v South Africa,Indore,14/10/15
S Dhawan (INDIA),23,57,34,4,0,67.64,1,v South Africa,Indore,14/10/15
AM Rahane (INDIA),51,94,63,6,0,80.95,1,v South Africa,Indore,14/10/15
V Kohli (INDIA),12,24,18,0,0,66.66,1,v South Africa,Indore,14/10/15
MS Dhoni (INDIA),92*,144,86,7,4,106.97,1,v South Africa,Indore,14/10/15
SK Raina (INDIA),0,6,5,0,0,0,1,v South Africa,Indore,14/10/15
AR Patel (INDIA),13,20,27,0,1,48.14,1,v South Africa,Indore,14/10/15
RG Sharma (INDIA),65,95,74,7,2,87.83,2,v South Africa,Rajkot,18/10/15
S Dhawan (INDIA),13,45,29,2,0,44.82,2,v South Africa,Rajkot,18/10/15
V Kohli (INDIA),77,155,99,5,0,77.77,2,v South Africa,Rajkot,18/10/15
MS Dhoni (INDIA),47,85,61,5,0,77.04,2,v South Africa,Rajkot,18/10/15
SK Raina (INDIA),0,11,2,0,0,0,2,v South Africa,Rajkot,18/10/15
AM Rahane (INDIA),4,12,7,0,0,57.14,2,v South Africa,Rajkot,18/10/15
AR Patel (INDIA),15*,23,11,0,1,136.36,2,v South Africa,Rajkot,18/10/15
RG Sharma (INDIA),21,21,19,4,0,110.52,1,v South Africa,Chennai,22/10/15
S Dhawan (INDIA),7,36,15,0,0,46.66,1,v South Africa,Chennai,22/10/15
V Kohli (INDIA),138,202,140,6,5,98.57,1,v South Africa,Chennai,22/10/15
AM Rahane (INDIA),45,79,53,4,0,84.9,1,v South Africa,Chennai,22/10/15
SK Raina (INDIA),53,87,52,3,1,101.92,1,v South Africa,Chennai,22/10/15
MS Dhoni (INDIA),15,28,16,1,0,93.75,1,v South Africa,Chennai,22/10/15
Harbhajan Singh (INDIA),0,2,1,0,0,0,1,v South Africa,Chennai,22/10/15
RG Sharma (INDIA),16,21,20,3,0,80,2,v South Africa,Mumbai,25/10/15
S Dhawan (INDIA),60,100,59,8,0,101.69,2,v South Africa,Mumbai,25/10/15
V Kohli (INDIA),7,11,6,0,1,116.66,2,v South Africa,Mumbai,25/10/15
AM Rahane (INDIA),87,87,58,9,3,150,2,v South Africa,Mumbai,25/10/15
SK Raina (INDIA),12,10,13,1,1,92.3,2,v South Africa,Mumbai,25/10/15
MS Dhoni (INDIA),27,50,29,3,0,93.1,2,v South Africa,Mumbai,25/10/15
AR Patel (INDIA),5,13,8,0,0,62.5,2,v South Africa,Mumbai,25/10/15
RG Sharma (INDIA),171*,205,163,13,7,104.9,1,v Australia,Perth,12/01/16
S Dhawan (INDIA),9,27,22,1,0,40.9,1,v Australia,Perth,12/01/16
V Kohli (INDIA),91,148,97,9,1,93.81,1,v Australia,Perth,12/01/16
MS Dhoni (INDIA),18,18,13,1,1,138.46,1,v Australia,Perth,12/01/16
RA Jadeja (INDIA),10*,9,5,1,0,200,1,v Australia,Perth,12/01/16
AM Rahane (INDIA),DNB,-0,-0,-0,-0,-0,1,v Australia,Perth,12/01/16
MK Pandey (INDIA),DNB,-0,-0,-0,-0,-0,1,v Australia,Perth,12/01/16
AJ Finch (AUSTRALIA),8,11,11,1,0,72.72,2,v India,Perth,12/01/16
DA Warner (AUSTRALIA),5,20,10,1,0,50,2,v India,Perth,12/01/16
SPD Smith (AUSTRALIA),149,179,135,11,2,110.37,2,v India,Perth,12/01/16
GJ Bailey (AUSTRALIA),112,137,120,7,2,93.33,2,v India,Perth,12/01/16
GJ Maxwell (AUSTRALIA),6,7,6,1,0,100,2,v India,Perth,12/01/16
MR Marsh (AUSTRALIA),12*,24,13,0,0,92.3,2,v India,Perth,12/01/16
JP Faulkner (AUSTRALIA),1*,1,1,0,0,100,2,v India,Perth,12/01/16
RG Sharma (INDIA),124,175,127,11,3,97.63,1,v Australia,Brisbane,15/01/16
S Dhawan (INDIA),6,10,4,1,0,150,1,v Australia,Brisbane,15/01/16
V Kohli (INDIA),59,84,67,4,0,88.05,1,v Australia,Brisbane,15/01/16
AM Rahane (INDIA),89,107,80,6,1,111.25,1,v Australia,Brisbane,15/01/16
MS Dhoni (INDIA),11,16,10,0,0,110,1,v Australia,Brisbane,15/01/16
MK Pandey (INDIA),6,13,5,1,0,120,1,v Australia,Brisbane,15/01/16
RA Jadeja (INDIA),5,9,5,0,0,100,1,v Australia,Brisbane,15/01/16
AJ Finch (AUSTRALIA),71,97,81,7,1,87.65,2,v India,Brisbane,15/01/16
SE Marsh (AUSTRALIA),71,121,84,5,0,84.52,2,v India,Brisbane,15/01/16
SPD Smith (AUSTRALIA),46,67,47,4,0,97.87,2,v India,Brisbane,15/01/16
GJ Bailey (AUSTRALIA),76*,78,58,6,1,131.03,2,v India,Brisbane,15/01/16
GJ Maxwell (AUSTRALIA),26*,34,25,1,0,104,2,v India,Brisbane,15/01/16
MS Wade (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v India,Brisbane,15/01/16
JP Faulkner (AUSTRALIA),DNB,-0,-0,-0,-0,-0,2,v India,Brisbane,15/01/16
